business_id,cool,date,funny,review_id,stars,text,useful,user_id

The \"Okonomiyaki Fries\" stole the show for me. Like the \"Shake Shake Fries,\" these fries were nice and crispy, and well seasoned. The sizzling plate it came on kept it warm, though it wasn't needed given how fast we scarfed it down!

SERVICE:

A bit on the slow side, as my dish did come much after everybody else at my table. I'll give them a pass though, given they were pretty busy that night. Didn't notice anything either way about the service, so it must have been good enough.

VERDICT:

I'll be back for the fries, and to tries the other sizzling plates.",3,aLvxbF2DueKFOqul9eVWCw
-0DET7VdEQOJVJ_v6klEug,2,2018-10-11 14:32:53,0,OAdmpEKn0WlYJxBkO6qpPQ,5.0,"Food is delicious!

Food: 5/5 Food is yummy.
Service: 4/5 Efficient.
Environment: 4/5 Clean, sometimes busy.
Washrooms: 4/5 Pretty good.
Worth it?: 4.5/5

This place is like that song you don't mind on repeat. I come here several times a month. The food is delicious but I sometimes wish the portions we're bigger. (That may be a me issue)

I usually get one if 2 things. Flaming kitchen spicy noodle and spicy mentaiko beef udon. I obviously recommend both. 

I find there is sometimes a wait here but it usually goes by pretty fast on weeknights. The venue is modern is quite clean. I appreciate that this place is bright. Staff is efficient even though they mix up takes from time to time. 

This place is definitely on my rotation if places. Will be back soon!",2,By9qnb2xvnlh4wY7qOtKVg
-0DwB6Swi349EKfbBAOF7A,1,2014-09-26 13:35:07,0,qJ4C-ME3QtLNdy6x974g0w,4.0,"This Natural Food store has a great selection of just about everything from Health and beauty products, to whole foods, supplements and bulk items. The aisles are more generous than other health food stores and I found that shopping here was a joy.  Prices weren't as high as I had expected, either.",1,_t3BJzyGaqr9mcDazYiYAQ
-0Fendn2TmhDJ-1s6gPi5g,0,2015-02-24 20:09:13,2,IORV0zkc6N6q1ExIdOq44w,2.0,"SMOKE AND MIRRORS!                                                                                                                                    I am VERY SURPRISED at the reviews here for dr Christensen.His office and staff seem nice,however, I found him to be SECOND RATE and rather lazy in comparison to  the dentists I have been to in the PaloAlto area where I am from.His clean and modern office seem more like a case of SMOKE AND MIRRORS  to diffuse the fact of his ACTUAL lack of knowledge of more advanced dental care.",1,Q63zlqNrrn8fQ1kG5P7JOA
-0Fendn2TmhDJ-1s6gPi5g,0,2016-03-19 19:06:16,0,8A717eVsqoHc6x5T3KfusQ,5.0,"Dr. Christensen is the BEST dentist I've ever had!!!  From FIRST RATE service as in the actual dental care to his staff... I can't complain.  I actually met him because we are both stationed together at the same base and it just so happened that I was due for my annual examination.  He gave me his card so I thought I give them a try and I'm glad I did.  The office is very modern and they even have complimentary bottled water for patients and magazines to keep you company.  

The doctor is quite funny himself and so is his hygienist (also an Air Force veteran).  Although I am currently in CA for work, I will definitely go back to their office once I return to Las Vegas.  I used to live in Centennial Hills and would drive all the way across town for my appointments with them.  Well worth it and thank you Dr. Christensen!",0,w8UNPUs7bCM2Wqg4OewYFQ
-0Fendn2TmhDJ-1s6gPi5g,0,2016-08-05 16:14:46,0,WEtzSCCuUbrSygoXHoxVEQ,5.0,"Dr. Christensen is very gentle and looks only to do the dentistry that best suits his patients. I really love ALL the team...Erica, Sharon, Val, Jill, Di, and Anita.
Dr. Anderson is Tyler's female associate. I'm sure she's excellent to be in his office with him.",0,oNbT_na6c-CRnC4q5Pcr2g
-0Fendn2TmhDJ-1s6gPi5g,0,2017-02-12 02:00:22,0,a8HsIXmgqqDfvPEvaqIcHg,5.0,"Dr. Christensen is a very caring dentist who takes the time to learn about his patient's needs.  His staff goes out of their way to make you feel important.  My filling fell out and I just needed a quick trip to the dentist. I searched on yelp for a few great reviews and his office was the third closest to my apartment. The other two dentists didn't make much of an attempt to help since they were full.  His staff understood that my only day off was Friday and squeezed me into his full schedule when I voiced my concern about my tooth cracking. He made the experience painless and his entire staff was amazing! If you are looking for the office, it is on the West side of Jeffrey Street; either Google maps or yelp showed the office on the east side and that is incorrect.  Also, I don't currently have dental insurance and I was pleasantly surprised to know that they give a cash only discount.  I've only been in Vegas for around a year and I'm happy to say that I feel very comfortable with this dentist and his staff.  5+ Star Service!",0,cBuulx2XmLgK1UdxBH-F6Q
-0Fendn2TmhDJ-1s6gPi5g,0,2018-02-24 20:17:23,0,u2w1L9W-6NxGF4utDQcXeA,4.0,Hard to find a good dentist in Las Vegas Dr. Christianson great DDS painless and quick awesome office clean and professional highly recommend.,1,a0cwFxm4rOlNVJxSaCRw5g
-0RU0vASJOV383dYA8VZgA,0,2018-05-09 02:00:30,0,xoHRTHbm81CblEXBnYyktw,5.0,"Just ordered here for the first time. Was amazed by the friendliness of the staff, the promptness of our order and the quality and quantity of the food

Highly recommended if looking for friendly, fast delicious Vietnamese food",1,oj2AwN6DQo8V0-IVqRCuAQ
-0RU0vASJOV383dYA8VZgA,1,2018-04-17 19:11:38,0,bdK_LGuLBxkm7ZjLDGaRog,4.0,"First time ordering in on opening weekend and it was packed. 

Line up for take out and for dining in. Menu has lots of Pho  choices and pricing is reasonable. 

Staff were friendly and looked stressed out but happy to help out customers. 

Had the pork and spring rolls with vermicelli noodles. Fish maw was good and overall I be trying it again. 

This is fourth location in Calgary and first large sit down for Pho for SE Calgary (on the new side that is). Overall you want Pho be sure to call or come early to enjoy less wait times.",1,itbAABf-gnxwOs22z1QRTg
-0RU0vASJOV383dYA8VZgA,1,2018-05-20 23:21:14,1,fifieIAK2nP4VWpnz5HpiA,4.0,"4.5 Stars. First off, I am super picky with pho. The dish itself is pretty simple, so I believe it should be done right. The broth here was definitely up to standard! The portions were good, as well as the price. 

The service was pleasant as well, tea was brought right away and everything was done in a timely manner. I was super impressed by the cleanliness of this restaurant (though I know it's pretty new, so I guess this part may take some time to gauge properly). 

It's nice to see some Vietnamese cuisine in the Mahogany plaza since it's mostly Western food! I'll definitely be back and hope they don't change their prices/portions. They also had a few big tables (seats probably 8-10) for larger parties! There is plenty of parking in the plaza.",2,byX6qmFT7Uoqaoc3H3tVJg
-0mm8pqBSIOYZQHeo8XnkA,0,2014-01-01 14:42:13,1,_4SkSj4cnUQtc5eSqm1qkg,2.0,"This place is a hard read.  It has the look of a chain, with decor and menu boards that look institutional, but still seems like a single mom and pop operation.  I ordered a quick lunch, consisting of a traditional Philly Cheesesteak sandwich, fries and a drink.  

The meat on the sandwich was nothing impressive, fairly bland, a bit tough, and with a bit more fat and tough bits than the real deal I have had in Philadelphia. The onions and green peppers were undercooked, and the cheese did not seem to blend correctly.

Overall, it is not a bad lunch, but it didn't offer me any reason to return when there are so many other options.  Try it for yourself, just to be fair.

UPDATE:  I decided it was time to give it another try. I ordered the Big EZ. Overall, it's a pretty substantial sandwich for $10. Flavour was good, but still there is a gaggable chunk of gristle in every bite. If they would trim the meat or use a slightly higher grade, I would automatically jump up my rating by 2 stars.",2,4yGImSwdU9FZxVQIbZql3w
-0mm8pqBSIOYZQHeo8XnkA,0,2015-08-10 03:52:55,0,ap4Eloj0XRfCLs5B8GPg2g,5.0,"I find myself here at least every few weeks if not more depending on when I get a cheesesteak craving, and when I do, this is the place I HAVE to come to. I have yet to find a better cheesesteak in Newmarket and honestly don't think I'll even bother looking so long as Philty Phillies is around. 

My go to order is the regular cheesesteak with double provolone, onions and cheese whiz as well as a bacon cheesesteak poutine. I find even getting regular size servings can generally feed 2 people easily but maybe that's just me. The staff is always pleasant and the quality is fairly consistent. 

They also recently introduced a delivery option which will definitely enable me to be even philthier than I already am. My love for this establishment knows no bounds so please do yourself a favor and pay Philty Phillies a visit, I promise you won't regret it.",1,lDh9VlGytY76o4Sov6HzGw
-0mm8pqBSIOYZQHeo8XnkA,0,2015-09-27 16:55:23,0,r40v1ti9RBBqpiHerBcLdg,5.0,"Delicious! I find myself craving poutine from here on a regular basis, and there are so many different flavours to try!",1,FjIruoL1qXjPDLfpigQhXw
-0mm8pqBSIOYZQHeo8XnkA,0,2016-02-02 18:19:57,0,9XwhqE56DjRPyQ2Bv6ATfQ,4.0,"What a find! Poutine and Philly Cheesesteak Sandwiches cooked to order with your choice of toppings. Reasonably priced.  Had the classic cheesesteak with Swiss and added cheese whiz,  grilled onions,  peppers etc.  Also had the triple cheese poutine,  the gravy was perfect! Fries are are fresh cut. Soooo tasty!  Will definitely be back!",0,pKw0-y_Il9yrnk3BOQZAwA
-0mm8pqBSIOYZQHeo8XnkA,0,2017-01-28 03:54:56,0,UrfQ2Ed9boeerQc8ngGJYg,3.0,"It's huge, it's sloppy, it's indulgent and its way better tasting than it has any right to be! Listen, its a lot of meat and cheese and sautéed vegetables stuffed into a bun.  It was more than I could finish but if you've got the appetite it's quite a meal.

The quality of the food isn't anything special for flavours but its definitely better than a burger chain, and I'd recommend it for deep hunger or deep drinking.",1,kb3tSCrntVzUL50zeI5HRA
-0mm8pqBSIOYZQHeo8XnkA,0,2017-06-28 16:43:47,0,0HUd4hRDRQS3ifrYGxbTtA,5.0,The best place for poutine in the area!! i got the philthy size poutine for me and my brother and they really pack it it. easily feeds 3 people. the workers are extremely kind and knowledgeable about the menu. customer service is 100% amazing place we will continue to come for the food and the people.,1,hMVmyi3fqFGkgMIBVNBBTg
-0mm8pqBSIOYZQHeo8XnkA,0,2017-09-21 14:21:44,1,Ftkw0d2oUmSDyWtXekPzHg,4.0,"If you're nearly dying of hunger, you need to visit this restaurant. The portions are huge. I had a peppercorn Philly cheesesteak with southwest chipotle sauce and fries and really enjoyed it. I have also tried their o-rings which are so good. My husband often orders a poutine and brings it home to share because it's a generous portion. I will have to go back and switch it up and try something new because their poutine varieties sound so mouth-watering from their description on their website. The service is always friendly and helpful.",1,dvpT5JcFhqEulaMlEaSFfg
-0mm8pqBSIOYZQHeo8XnkA,0,2018-02-12 01:05:30,0,3HhMHDGaxw-9luSeKwlSXg,4.0,"Got the regular steak and a Phil steak and a Philthy poutine

Poutine: was a bad choice wasn't a fan of it at all, tasted like the fries were undercooked bad fries to curd ratio. Huge portion yes ... but not enough cheese

Phil/Regular steak: was fantastic the sauces were good as well will come back for the sandwiches for sure !

Needs more cheese though",1,3djzzKLhsa2oRq6RZRSEzQ
-0mm8pqBSIOYZQHeo8XnkA,2,2014-04-01 12:55:41,3,Gr6gX7txdPHSIkWKtm8QzQ,4.0,"I'll admit that I had no intention of coming here originally.  I was just actually next door at the Home Outfitters and felt the hunger impulse to buy something to eat.  After trying them out, I'm really glad I did.

The restaurant isn't huge, and kinda reminds me of a pizzeria, but has a pretty good selection of cheesesteaks and poutine.  Ya, I wasn't exactly sold on the poutine, so I just got the original cheesesteak.

When I ordered the cheesesteak, they asked if I wanted Provolone on it, and I said I wanted cheese whiz on it.  They then asked if I was actually from Philly because they noticed most people that ordered it that way were actually from Philly.  Who knew =)  The sandwich is served in a hoagie bun.

I actually really liked the sandwich.  Aside from the bun (that kinda reminded me of a hotdog bun), I really liked the consistancy of the meat as well as the seasoning.  Not sure about other people's reviews on it (maybe it's hit and miss) but I really enjoyed mine.

It's not everyday that you're surprised by a restaurant, but I really think Philthy Phillys is one of those places that is a hidden gem.",4,-hUgrj7Lzir3yLUYrMYQ4g
-0oNlErLlU7PQa-TpespdA,0,2014-03-16 03:59:22,0,QfZ3d7UkRM8GsKOjumjOjw,4.0,"I really enjoyed this place! Cozy and soft sofas to sit on, server was on point and seemed very educated on all of the drink options, and even though it was a cool winter night, the fire on the outdoor patio was very warm and the trees were beautiful with the lights strung on them. I had a Frozen Grape martini and it might have been the best one I've ever had. Very crisp, fresh, and over all delicious with a natural grape flavor. This place is a location you could easily go into with jeans on or dressed up. The atmosphere is wonderful and the decor is pretty creative!",0,iI3ggNudqrbVbuKvZOIKwg
-0oNlErLlU7PQa-TpespdA,0,2014-05-09 16:18:08,0,npB1eVxdRadug4U5LGlG_g,4.0,"My two friends and I met up here last Saturday night. It was my first time, and finding it was confusing. It looks like a little house right on the corner. Once I was inside though, I loved the quaint and modern atmosphere. Definitely experienced a don't-judge-a-book-by-it's-cover moment. 

The wine that was recommended to me, some Argentinian red wine, was okay. After that I had various glasses of white wine, and I loved it. I'm probably biased though, since red isn't my preferred choice. 

Service was great. They often came over to see if we needed refills. Bathrooms are located upstairs. I had to scale some steep steps to get there, which felt like an adventure after multiple glasses of wine.",1,1fBZy5_5CgT9ZK-bpbizLw
-0qht1roIqleKiQkBLDkbw,0,2015-10-19 19:35:30,0,spsk7kSBvbtLzG7Bd5xrNQ,1.0,"My husband and I booked 3 two bedroom villa's, for this weekend since we were getting married. The Resort is very pretty and nice. But the people that work there are rude and really don't care about their customers. We had asked that all the room's be in the same building that way no one had to run around to different build's for the wedding. They were not in the same building and our building smelled like pot the whole time we stayed there. On top of that they hound you and hound you to buy a time share. Was not happy about them calling my mother hot mama, sexy mama. Having adults use the luggage cart to ride up and down the hallway running into walls. There was not cabinet doors in our kitchen. I will never, never, never stay there again. Was so upset how everything turned out there. Cancun Resort needs to improve a lot and learn how to treat their customers. Also their check in time is at 4pm and check out is at 10am.",2,YvFGoklAhC8MkriIWO-hrw
-0qht1roIqleKiQkBLDkbw,0,2017-06-21 23:13:54,0,z3xtZYVKGLkj-mAX7NUDMw,4.0,"We have just returned from our \"Start Summer Vacation\" LOL and I must say I was very worried by all the negative reviews but went anyways and so glad I did!

First, we go to Vegas a few times a year but never with the kids, 13-12-16-17 yes I have! LOL Anyways.... I wanted a hotel that was off the strip and family friendly without a casino, kids have bad allergies and casinos are all bad for that. So I found a groupon for a 2 bedroom villa for $345 for 3 nights 4 days. I thought that was an awesome deal!

Arrived on Monday, early and requested to check in early, the gentleman at the counter was very nice and said that wasn't an issue and got us our room early. After check in your escorted to another counter (timeshare) there was a gentleman there asking us to go the presentation and I said no, if we did it would be on the last day and thats not likely. He didnt pressure us, said heres your free kids dinner and drink passes and we were on our way.

Upon checking into our room, 2232, 2nd floor room. It smelt like curry, possible and indian guest was there before us. Room was clean, had everything you need, cooking stuff, plates, coffee maker, everything! We settled in and walked across the street to the grocery store and stocked up! Loved the fact that there was a full kitchen! Awesome! Beds were okay, kinda stiff but not bad. Cable in the rooms and free wifi for 4 phones! All worked well and we had no issues. the rooms are outdated and could use some better upkeep but it did the job for us.

We spent our days at the pool which was AWESOME kids loved it! The slides were a big hit! They have a gift store which I found to be reasonable priced. Beer there is so much cheaper then going into the bar, so my tip is buy beer at the gift store! Plenty of sitting for the pool area which was great. I wish they had servers though, if you do want a drink you have to go to the bar. The restaurant was ok-good and I didn't think pricing was extreme at all. I will say though, one day they had offered a coconut drink, when I ordered it, the girl couldn't open the coconuts to make the drink so she just said sorry we can't make them.... well don't offer them if you can make it LOL or go ask for help! They also have buy one drink get the second free and happy hour times, however its only on there very basic drinks..... also another tip we learned at the end, for the kids sodas, have them save there cups because refills are free! I didn't no and no one told us so I kept buying them each time! UGH I guess I should have asked, I found out on our last day to just save the cups.

At night, we went to the strip at night and Fremont street, we took Lyft which was anywhere from $23-35 bucks each way... it was little much but we wanted off the strip so thats what you get LOL I guess the resort use to have a shuttle, I think that would have been awesome if they bring that back!

Upon check out, it was easy and there was no extra charges or anything. I would come back here again if I was bringing kids or family with elderly people because it is very low key and relaxed. We enjoyed our selfs very much!",4,Je7ukWBtHZQo7XzgbmdTGA
-0qht1roIqleKiQkBLDkbw,0,2017-08-15 20:37:19,0,kbjFQuPvbAsclW7rIpBPvQ,1.0,"DO NOT STAY HERE... unless you love constant calls their their AUTOMATED ROBOCALLS!!!

We stayed here once and I have to say it wasn't bad. But they will forever hound you will robocalls asking you to visit their other facilities.  

Asking them to stop does not work.

I've contacted the FTC about them.",1,OmooyMuY7DKVFJ7i36Ik1w
-0qht1roIqleKiQkBLDkbw,0,2018-08-10 00:54:21,1,-bIyRpZo08ZpofA4K6c7sA,2.0,"Not my idea of a resort at least compared to the resorts I've been to. We got a villa room with two rooms kitchen dining balcony. The room was ok. Nothing special. Nothing significant. They were supposed to give us queen beds and instead was two small beds. The head board to the bed was screwed into the wall which was odd to me. Also couldn't offer a rollout bed either. The sheets were stained. There's no comp breakfast which even a best western can offer lol the snacks and waters that are offered for the \"vip check in\" were out and staff didn't seem to care. The only cool thing in my opinion is the water slides and the pool decor the Mayan theme . they tried to go for that  through out the hotel but was nothing impressive",1,E11cHLbF0-y2X_-eAL3Atw
-0qht1roIqleKiQkBLDkbw,0,2018-10-04 21:41:06,0,FYK98JceT9VNUTGwTvKVxg,1.0,"We've stayed here several times in the past and I have to regrettably say we won't be staying here again. While the room appeared to be clean, it was clear that our one bedroom villa hadn't been properly and deeply cleaned in at least a year. There were crumbs of food behind the couches and the guest bathroom was in desperate need of a re-caulking job. So much that my 7 year old and 4 year old refused to shower in there because they were grossed out. 
We cooked the first night we were there and throughly cleaned up and washed everything afterwards. We went to bed and that was that, until I woke up in the middle of the night to get a bottle of water out of the fridge and to my dismay was greeted by some unwanted visitors. Cockroaches. Yes, cockroaches. I was sooo grossed out and quickly put all of our dry food in the fridge and/or microwave. When I called the front desk they didn't seem concerned whatsoever and didn't even offer us a different room nor an apology. Very disappointed as this was one of our favorite places to stay. I'd say the only pros to this place would be the awesome pools and slides, but even then it doesn't outweigh the cons.",1,GLayiBs1YswyTaPvicsCHA
-0qht1roIqleKiQkBLDkbw,0,2019-03-04 04:59:10,0,QkXxOwRoFyZbFZshlzk5YQ,4.0,"We had a 2 bedroom, 2 bathroom suite. The room has a tiny kitchen with the essentials - coffee pot, plates, glasses, blender, etc.  the rooms are separated by the living room which is nice.  The bathrooms are huge- huge tub, double sink, no bathroom fan.  The beds were big but uncomfortable. The sheets were clean and crisp- really crisp- Made noise whenever we turned over or moved in bed. We didn't get to enjoy the pool because it was freezing and only stayed the weekend. But if looked pretty and had a lounge where you can eat and drink. 
It is a timeshare property so of course there's a sales pitch and pushiness. But everyone was helpful and friendly on our stay.",0,enIQxeJG-nYDvdNOBnTm5w
-0qht1roIqleKiQkBLDkbw,0,2019-03-26 19:10:35,0,yiF8id6ElD2r2UgfRFOgDA,2.0,"Just finished a stay at the Cancun Resort in Las Vegas. Overall, the property is nice. When I declined the offer of a free 5 day stay and a $100 gift card in exchange for attending a sales pitch, they were polite and just said to call if we changed our minds.

But there were some issues that will make it very hard for me to every consider staying there again.

Instead of explaining everything, I'm copying and pasting my answer to one of their survey questions.

\"What could have been done to make your stay better?\" (The wording may not be 100% but you get the gist). 
Here was my answer:

Fixing the master bedroom door would have been good. Couldn't easily close the door because it was rubbing so hard on the carpet. 

Picking up the phone when I called would have been good. 

Having the TV in the living room working when we first walked in would have been good. But it took for me to plug in the living room phone to call the front desk 7 times (only picked up twice in two days) and walking to the makeshift lobby to complain about the TV to actually get someone to look at it.

Housekeeping leaving trash bags and dirty laundry out in the hallway all day actually sucked. We were kind of embarrassed when a guest came to visit us.

Replacing the missing closet door in the master bedroom would been good.

Sound proofing. Sound proofing would be really great! We could hear every person walking, talking, laughing and arguing in the hall very clearly. Same with people on the balconies, we could hear their whole conversation.",0,DUWuD-eNmGH4inNFiGA6AA
-0qht1roIqleKiQkBLDkbw,0,2019-03-30 18:14:30,0,5-Gl7Sn4s7MgIesoei00xw,1.0,"VIP checking is a joke.  All they do is harass you and try to entice you to go to their sales meeting.  I'm an owner and I went a few years ago. It was nothing but rude slimy sleazy salesman coming in one at a time after you tell them know to try and get you to buy something you clearly said you don't want. They tried to tell you it is an informational but that is a complete lie. After you tell them no, they get rude nasty and try to drag out the meeting. The building needs some work. The carpet is old. The carpet in the elevators look disgusting and ready. We did order room service. For the price it is decent. The room was clean when we got there. We asked for a late check out, but after we turned them down for the meeting, all of a sudden it wasn't available. I do not like using the timeshare as much as I used to because diamond resorts has turned it into a slimy sleazeball establishment. I am an owner with Monarch originally, and they were pasty but not sleazy. I do not recommend anyone to buy from diamond resorts. There are other timeshares that treat their customers much better.They limit Wi-Fi to two devices, which is ridiculous. They have become so cheap and micromanaging that I will be looking to sell my timeshare. It is not a relaxing enjoyable situation. I would rather pay different hotels and stay there then go through the harassment of this timeshare company. Avoid at all costs.",0,xcawT89LiPbZDAA-xsK5Uw
-0qht1roIqleKiQkBLDkbw,0,2019-05-04 00:08:56,0,m7p95-ZF5rY9KW4n6YSxlg,4.0,"Love the pools, kind of small but decoration very cute! Loved it! Rooms are not that fancy.. but clean, you get a small refrigerator and a stove.. like a small apartment.. would definitely stay there again.. just for the pool area though lol",0,6x6TxRI2ksZF7cRvPoJcng
-0qht1roIqleKiQkBLDkbw,0,2019-05-05 01:12:16,0,cX02oAOvY97Zypzlz5DLyg,1.0,"VIP check in is a joke.  All they do is harass you and try to entice you to go to their sales meeting.  I'm an owner and I went a few years ago. It was nothing but rude slimy sleazy salesman coming in one at a time after you tell them know to try and get you to buy something you clearly said you don't want. They tried to tell you it is an informational but that is a complete lie. After you tell them no, they get rude nasty and try to drag out the meeting. The building needs some work. The carpet is old. The carpet in the elevators look disgusting and ready. We did order room service. For the price it is decent. The room was clean when we got there. We asked for a late check out, but after we turned them down for the meeting, all of a sudden it wasn't available. I do not like using the timeshare as much as I used to because diamond resorts has turned it into a slimy sleazeball establishment. I am an owner with Monarch originally, and they were pasty but not sleazy. I do not recommend anyone to buy from diamond resorts. There are other timeshares that treat their customers much better.They limit Wi-Fi to two devices, which is ridiculous. They have become so cheap and micromanaging that I will be looking to sell my timeshare. It is not a relaxing enjoyable situation. I would rather pay different hotels and stay there then go through the harassment of this timeshare company. Avoid at all",1,xcawT89LiPbZDAA-xsK5Uw
-0qht1roIqleKiQkBLDkbw,0,2019-05-07 20:45:36,0,TB4JtJR22UD6OmzvWrbmaQ,2.0,"Stayed here because I have a sampler package with diamond resorts but was not impressed. They didn't give us conditioner to start off with, the toilet was broken. Could have stayed at the strip with how much I spent on the sampler and would have been easier than having to get an Uber all the time. We had to attend a presentation and were promised 'tickets' but got nothing, our friends included. The doors have a key card reader to get into the hotel but was broken and so was the elevators, I would assume a resort would be a little bit more secure about things like that.",0,RrBN9qE68WC3NzPgbawtSA
-0qht1roIqleKiQkBLDkbw,0,2019-05-18 23:49:31,0,pJAks1KaoDS3ZFUtTsqxTA,1.0,"This place is a joke! Go to Motel 6, at least there you wont be woken up by your neighbors and your possessions wont be stolen. My husband, inlaws and I checked in for a 3 night stay. We left to go downtown on our first night and  upon returning noticed our room had been gone through and some of our possessions stolen. We told security and were informed we did not need to call the police as it was all handled in house. We learned that was a lie. They only deal with people through mail and a month later they sent a copy of where I signed stating they were not responsible for stolen items. So what I gather from this place is that their employees are allowed to steal because guests sign a waiver. This is the worst place I have ever stayed! No wonder the is a massive lawsuit against diamond resorts. They are all thieves,  manipulators and con artists. They hold you captive at their presentations and use scare tactics to try to get you to sign up, even going so far as to disclose the personal info of others to get you to buy. I will never stay here again! I hope this roach trap of a resort gets shut down by the health dept. Also, the employees at the front of house are all rude and very ghetto! Screw you Cancun Resort! Keep my things because your ghetto ass employees obviously needed them more than me!",3,ONMEfI4hrj6C4n0ZaZy3NA
-0qht1roIqleKiQkBLDkbw,0,2019-06-09 17:29:54,0,stO6TKE-YJiuUvZNugmzLA,5.0,Was a bit nervous because of the reviews that I read but I have to say it was an AMAZING experience! Dennis was helpful at the concierge. Thanks for everything. I highly recommend this resort! I will definitely be back.,1,lknY4uoRzkLcZLd8Zyk6OA
-0qht1roIqleKiQkBLDkbw,0,2019-06-23 19:45:31,0,PFpiKOZnzfaZNetVTkcliQ,1.0,I must say this resort was very beautiful we checked in June 12 to the 15 we had a very good time the pool was amazing everyone was very friendly At poolside we spent all days at pool are room was beautiful and clean and well stocked with appliances I would of loved to have given this place a 5 star but on the day before we were scheduled to check out we took the kids down to the pool that evening not planning to stay because the pool was shut down for awhile but surprised it was open we stayed for 2 ton3 hours not thinking or worried about are stuff in are room we came back to find my sisters new apple phone missing and all my cash I had in my purse it was very upsetting to us and wondering why and how they could do this someone entered our room with a key and stole our stuff they new what they wanted because we had two laptops and another cheaper cell phone next to the one they took that was not taken apparently there were 3 other rooms that had got Robbed that night yes Robbed! That money I had was money for me to get home! And now it was gone! Please don't leave your stuff out because anyone can enter and steal you blind! And you won't get anything back we filed reports in hopes that my money can be replaced and that my sister would get back al least the deductible  she had  to pay to get a new phone ... well I'll keep you posted on it but for now 1 star is what you get from me I was upset  keep your belongings with you,1,Gt1m1QlwxxqSDfsa8e3rAg
-0qht1roIqleKiQkBLDkbw,0,2019-06-24 05:44:07,0,dTXgdK0rsNq9abr3WV_oKw,2.0,"The only thing that made our stay well was the pools and the service from the nice people in the little restaurant by the pools. As far as the rooms they were ok except for the tub, We had a dirty floor mat and The shower curtains look dirty too. Showered with puddles of water because it doesn't drain well. Any way the worst part of it is the lobby service ! They care more to sell you a time share than to meet your needs. We tried to do a late check out and we were told they have policies in the weekend we must check out by 10:00am So why did I have to wait for an hour to almost 5:00pm  to check in Saturday ! They are very short staffed for housekeeping and hotel maintenance period but have like 10 people standing around annoying to buy a time share ! Never coming back . Management need to get it together.",1,A8SbLPD8e6ANpHmXoj_U-g
-0qht1roIqleKiQkBLDkbw,0,2019-06-30 23:50:49,0,DYh9m1XC3n1nkAN48MB-Wg,1.0,"We had a 30 day approval from Keith Brown for me to celebrate my daughter's 1st birthday there. I spent almost $400.00 for rooms, I had family fly in for this event. While setting up I was told I was unable to have party. I was so embarrassed and humiliated in front of my guests. I've never experienced such horrible customer service from Keith Brown himself and the lead security guard. Ian the pool manager was great at handling the situation on his end but it was out of his hands.",2,lUVbIXKg75zYR3HpeNZUGQ
-0qht1roIqleKiQkBLDkbw,0,2019-07-04 03:50:12,0,Tnqt7Za2hCZhKORD-xWmfQ,1.0,We just spent 10 days at Cancun and have had the worst experience.  My 8 year old was eaten alive by bed bugs from there.  We were in building 3.  I made a report with security and even though they said I could move rooms they could not give me any compensation for the incident or the fact that all of our stuff now was tainted.   I asked for 3 days to have my room cleaned and vacuumed.  They even skipped my scheduled room cleaning.   They finally came on day 3 at 10pm to clean my room but we had a 2 bedroom and they only cleaned 1 of the rooms.  The management is only trained to say sorry yet do nothing about it.  DO NOT STAY THERE!! In the same week our friends room was broken into and had there laptop computers stolen right from there room.  Again management only says sorry.  RATHER STAY AT BUDGET BUDGET SUITES ACROSS THE STREET.,1,GFUvl7pgGuzJGYmbOdstcw
-0qht1roIqleKiQkBLDkbw,0,2019-07-07 16:39:44,0,1ruqz6Lip6cXEGEjcPjiEQ,1.0,"It's an okay place to stay. The amenities are ok. The place needs an update. The carpets need to be ripped out and replaced. The doors to the guest rooms need to be repainted. There are scuff marks on the furniture and stains on the couches. This place needs a serious housekeeping overhall. They should have housekeeping staff cleaning the glass doors, first thing in the morning and throughout the day. Even the glass partition on the balcony was filthy. They need to do a lot better!!! I was supposed to go to a presentation, \"owner's update\". I was maybe, 10 minutes early. After, everyone got breakfast, their salesperson met them at there table. I sat and waited. No one came. I eventually, got up made a plate to go and walked out. This is the second time that I have gotten up and walked out due to lack of inattentiveness. I think, it's absolutely rude!!! I worked for the company who owned this resort before Diamond and I own at Hilton. This experience makes me want to get rid of Diamond. This is very unprofessional and the overall guest presentation of the rooms, elevator, carpet and entrance area is filthy!!! I would've stayed on the strip but I rather be on the 3rd floor instead of 40th floor in an earthquake. They should widen the kitchen area as well. It's cramped. I don't know if I would want to book a guest here.",0,yRzDR36NDhokKMqdlM6cUQ
